날짜,월,일,평균기온,평균습도,평균풍속,일조시간,일조량,북위,해발고도,풍속계높이,u_2,P,Δ,γ (gamma),,,,,e_s,e_a,e_s-e_a,J(<=6),J(>7),dr,δ,Φ,ω_s,Ra,N,Rs,Rso,Rs/Rso,R_ns,R_nl,Rn,G,0.408(Rn-G),,,PET_new,PET_old
1986-08-01,8,1,27.7,82,1.2,6.5,17.86,37.2,221.1,10.3,0.89 ,98.7 ,0.217 ,0.066 ,1.304 ,0.717 ,0.217 ,2.674 ,3.714 ,3.046 ,0.669 ,(1),213 ,0.971 ,0.311 ,0.649 ,1.818 ,39.136 ,13.885 ,18.945 ,29.525 ,0.642 ,14.587 ,1.984 ,12.603 ,0,5.142 ,3.687 ,0.388 ,4.075 ,3.807
1986-08-02,8,2,27.8,79,1.4,11.4,25.46,37.2,221.1,10.3,1.04 ,98.7 ,0.218 ,0.066 ,1.354 ,0.710 ,0.214 ,3.119 ,3.736 ,2.952 ,0.785 ,(1),214 ,0.972 ,0.307 ,0.649 ,1.814 ,39.011 ,13.854 ,25.803 ,29.431 ,0.877 ,19.868 ,3.336 ,16.533 ,0,6.745 ,4.790 ,0.524 ,5.314 ,5.144
1986-08-03,8,3,26,86.5,1.4,7,18.58,37.2,221.1,10.3,1.04 ,98.7 ,0.199 ,0.066 ,1.354 ,0.691 ,0.228 ,3.138 ,3.361 ,2.908 ,0.454 ,(1),215 ,0.972 ,0.302 ,0.649 ,1.809 ,38.883 ,13.823 ,19.566 ,29.334 ,0.667 ,15.066 ,2.189 ,12.876 ,0,5.254 ,3.630 ,0.325 ,3.955 ,3.712
1986-08-04,8,4,23.7,82,1.6,7.2,17.4,37.2,221.1,10.3,1.19 ,98.7 ,0.176 ,0.066 ,1.405 ,0.657 ,0.244 ,3.614 ,2.931 ,2.403 ,0.528 ,(1),216 ,0.972 ,0.297 ,0.649 ,1.805 ,38.753 ,13.792 ,19.803 ,29.236 ,0.677 ,15.249 ,2.643 ,12.606 ,0,5.143 ,3.377 ,0.466 ,3.843 ,3.41
1986-08-05,8,5,24,82.8,1.3,4.2,16.24,37.2,221.1,10.3,0.97 ,98.7 ,0.179 ,0.066 ,1.329 ,0.672 ,0.246 ,2.933 ,2.984 ,2.471 ,0.513 ,(1),217 ,0.973 ,0.292 ,0.649 ,1.801 ,38.619 ,13.760 ,15.549 ,29.135 ,0.534 ,11.972 ,1.699 ,10.274 ,0,4.192 ,2.819 ,0.371 ,3.190 ,3.227
1986-08-06,8,6,24.2,78,1.2,5.8,14.89,37.2,221.1,10.3,0.89 ,98.7 ,0.181 ,0.066 ,1.304 ,0.679 ,0.246 ,2.706 ,3.020 ,2.356 ,0.664 ,(1),218 ,0.973 ,0.287 ,0.649 ,1.797 ,38.483 ,13.728 ,17.750 ,29.032 ,0.611 ,13.668 ,2.280 ,11.387 ,0,4.646 ,3.154 ,0.443 ,3.597 ,3.104
1986-08-07,8,7,24,75,1.1,6.4,18.02,37.2,221.1,10.3,0.82 ,98.7 ,0.179 ,0.066 ,1.278 ,0.681 ,0.250 ,2.482 ,2.984 ,2.238 ,0.746 ,(1),219 ,0.973 ,0.282 ,0.649 ,1.793 ,38.344 ,13.696 ,18.545 ,28.927 ,0.641 ,14.280 ,2.573 ,11.707 ,0,4.776 ,3.252 ,0.462 ,3.714 ,3.565
1986-08-08,8,8,24.4,74.3,0.6,5.2,18.09,37.2,221.1,10.3,0.45 ,98.7 ,0.183 ,0.066 ,1.152 ,0.707 ,0.254 ,1.352 ,3.056 ,2.271 ,0.785 ,(1),220 ,0.974 ,0.277 ,0.649 ,1.788 ,38.202 ,13.663 ,16.820 ,28.820 ,0.584 ,12.952 ,2.172 ,10.780 ,0,4.398 ,3.112 ,0.270 ,3.381 ,3.507
1986-08-09,8,9,25.4,80.3,0.8,4.1,15.07,37.2,221.1,10.3,0.60 ,98.7 ,0.193 ,0.066 ,1.203 ,0.709 ,0.242 ,1.796 ,3.244 ,2.605 ,0.639 ,(1),221 ,0.974 ,0.272 ,0.649 ,1.784 ,38.057 ,13.629 ,15.239 ,28.711 ,0.531 ,11.734 ,1.628 ,10.105 ,0,4.123 ,2.925 ,0.278 ,3.202 ,3.124
1986-08-10,8,10,25,84.3,2,1.6,9.53,37.2,221.1,10.3,1.49 ,98.7 ,0.189 ,0.066 ,1.506 ,0.656 ,0.228 ,4.497 ,3.168 ,2.670 ,0.497 ,(1),222 ,0.974 ,0.267 ,0.649 ,1.780 ,37.910 ,13.595 ,11.708 ,28.600 ,0.409 ,9.015 ,0.873 ,8.142 ,0,3.322 ,2.180 ,0.511 ,2.690 ,2.335
1986-08-11,8,11,22,87.5,1.4,1.5,8.32,37.2,221.1,10.3,1.04 ,98.7 ,0.161 ,0.066 ,1.354 ,0.644 ,0.263 ,3.180 ,2.644 ,2.313 ,0.330 ,(1),223 ,0.975 ,0.261 ,0.649 ,1.775 ,37.759 ,13.561 ,11.528 ,28.486 ,0.405 ,8.877 ,0.928 ,7.948 ,0,3.243 ,2.090 ,0.276 ,2.366 ,1.881
1986-08-12,8,12,23.9,88,1.7,0,9.1,37.2,221.1,10.3,1.27 ,98.7 ,0.178 ,0.066 ,1.430 ,0.655 ,0.241 ,3.837 ,2.966 ,2.610 ,0.356 ,(1),224 ,0.975 ,0.256 ,0.649 ,1.771 ,37.606 ,13.527 ,9.402 ,28.371 ,0.331 ,7.239 ,0.423 ,6.816 ,0,2.781 ,1.821 ,0.330 ,2.151 ,2.083
1986-08-13,8,13,25,90.5,3.2,0.9,5.78,37.2,221.1,10.3,2.38 ,98.7 ,0.189 ,0.066 ,1.810 ,0.614 ,0.213 ,7.196 ,3.168 ,2.867 ,0.301 ,(1),225 ,0.975 ,0.250 ,0.649 ,1.766 ,37.450 ,13.492 ,10.612 ,28.253 ,0.376 ,8.171 ,0.627 ,7.545 ,0,3.078 ,1.889 ,0.462 ,2.351 ,1.641
1986-08-14,8,14,24.7,79,0.8,3.1,16.39,37.2,221.1,10.3,0.60 ,98.7 ,0.186 ,0.066 ,1.203 ,0.702 ,0.248 ,1.801 ,3.112 ,2.458 ,0.653 ,(1),226 ,0.976 ,0.245 ,0.649 ,1.761 ,37.292 ,13.456 ,13.619 ,28.134 ,0.484 ,10.486 ,1.411 ,9.075 ,0,3.703 ,2.598 ,0.292 ,2.890 ,3.288
1986-08-15,8,15,25.3,81.8,1,6.4,17.6,37.2,221.1,10.3,0.74 ,98.7 ,0.192 ,0.066 ,1.253 ,0.700 ,0.240 ,2.246 ,3.225 ,2.638 ,0.587 ,(1),227 ,0.976 ,0.239 ,0.649 ,1.757 ,37.131 ,13.421 ,18.136 ,28.012 ,0.647 ,13.965 ,2.296 ,11.669 ,0,4.761 ,3.331 ,0.316 ,3.647 ,3.529
1986-08-16,8,16,24.9,88.5,0.5,0,4.85,37.2,221.1,10.3,0.37 ,98.7 ,0.188 ,0.066 ,1.127 ,0.717 ,0.251 ,1.125 ,3.149 ,2.787 ,0.362 ,(1),228 ,0.977 ,0.233 ,0.649 ,1.752 ,36.967 ,13.385 ,9.242 ,27.889 ,0.331 ,7.116 ,0.400 ,6.716 ,0,2.740 ,1.966 ,0.102 ,2.068 ,1.325
1986-08-17,8,17,23.1,89.8,0.5,0,4.74,37.2,221.1,10.3,0.37 ,98.7 ,0.171 ,0.066 ,1.127 ,0.698 ,0.268 ,1.132 ,2.826 ,2.538 ,0.288 ,(1),229 ,0.977 ,0.227 ,0.649 ,1.747 ,36.800 ,13.349 ,9.200 ,27.763 ,0.331 ,7.084 ,0.430 ,6.654 ,0,2.715 ,1.895 ,0.087 ,1.982 ,1.269
1986-08-18,8,18,23.5,90.5,0.4,0,4.98,37.2,221.1,10.3,0.30 ,98.7 ,0.174 ,0.066 ,1.101 ,0.707 ,0.266 ,0.904 ,2.896 ,2.620 ,0.275 ,(1),230 ,0.977 ,0.222 ,0.649 ,1.743 ,36.631 ,13.312 ,9.158 ,27.635 ,0.331 ,7.052 ,0.419 ,6.632 ,0,2.706 ,1.913 ,0.066 ,1.979 ,1.297
1986-08-19,8,19,25.1,86.3,1.5,1.9,12.84,37.2,221.1,10.3,1.12 ,98.7 ,0.190 ,0.066 ,1.380 ,0.677 ,0.234 ,3.372 ,3.187 ,2.750 ,0.437 ,(1),231 ,0.978 ,0.216 ,0.649 ,1.738 ,36.459 ,13.276 ,11.724 ,27.506 ,0.426 ,9.027 ,0.943 ,8.084 ,0,3.298 ,2.232 ,0.345 ,2.577 ,2.742
1986-08-20,8,20,23.7,89,1.2,0,6.17,37.2,221.1,10.3,0.89 ,98.7 ,0.176 ,0.066 ,1.304 ,0.673 ,0.251 ,2.710 ,2.931 ,2.608 ,0.322 ,(1),232 ,0.978 ,0.210 ,0.649 ,1.733 ,36.285 ,13.239 ,9.071 ,27.374 ,0.331 ,6.985 ,0.422 ,6.563 ,0,2.678 ,1.803 ,0.219 ,2.022 ,1.575
1986-08-21,8,21,22.7,76,1,10.5,21.43,37.2,221.1,10.3,0.74 ,98.7 ,0.167 ,0.066 ,1.253 ,0.670 ,0.263 ,2.266 ,2.759 ,2.097 ,0.662 ,(1),233 ,0.979 ,0.203 ,0.649 ,1.728 ,36.108 ,13.201 ,23.387 ,27.241 ,0.859 ,18.008 ,4.172 ,13.836 ,0,5.645 ,3.784 ,0.395 ,4.179 ,3.902
1986-08-22,8,22,22.1,78,0.7,5.4,15.15,37.2,221.1,10.3,0.52 ,98.7 ,0.162 ,0.066 ,1.177 ,0.677 ,0.274 ,1.590 ,2.660 ,2.075 ,0.585 ,(1),234 ,0.979 ,0.197 ,0.649 ,1.723 ,35.929 ,13.164 ,16.351 ,27.106 ,0.603 ,12.591 ,2.394 ,10.197 ,0,4.160 ,2.817 ,0.255 ,3.072 ,2.905
1986-08-23,8,23,22.5,79.8,0.8,1.1,13.47,37.2,221.1,10.3,0.60 ,98.7 ,0.165 ,0.066 ,1.203 ,0.677 ,0.269 ,1.814 ,2.726 ,2.175 ,0.551 ,(1),235 ,0.980 ,0.191 ,0.649 ,1.718 ,35.747 ,13.126 ,10.435 ,26.968 ,0.387 ,8.035 ,0.862 ,7.172 ,0,2.926 ,1.981 ,0.268 ,2.250 ,2.693
1986-08-24,8,24,24.2,78.3,0.6,8,17.23,37.2,221.1,10.3,0.45 ,98.7 ,0.181 ,0.066 ,1.152 ,0.705 ,0.256 ,1.353 ,3.020 ,2.365 ,0.655 ,(1),236 ,0.980 ,0.185 ,0.649 ,1.713 ,35.563 ,13.088 ,19.759 ,26.829 ,0.736 ,15.215 ,3.080 ,12.134 ,0,4.951 ,3.492 ,0.227 ,3.719 ,3.349
1986-08-25,8,25,25.5,75.3,0.8,5,16.72,37.2,221.1,10.3,0.60 ,98.7 ,0.194 ,0.066 ,1.203 ,0.710 ,0.241 ,1.796 ,3.263 ,2.457 ,0.806 ,(1),237 ,0.980 ,0.179 ,0.649 ,1.708 ,35.376 ,13.050 ,15.621 ,26.688 ,0.585 ,12.028 ,2.070 ,9.958 ,0,4.063 ,2.886 ,0.349 ,3.235 ,3.428
1986-08-26,8,26,25,79.8,0.9,0.9,11.54,37.2,221.1,10.3,0.67 ,98.7 ,0.189 ,0.066 ,1.228 ,0.701 ,0.244 ,2.024 ,3.168 ,2.528 ,0.640 ,(1),238 ,0.981 ,0.172 ,0.649 ,1.703 ,35.187 ,13.012 ,10.014 ,26.546 ,0.377 ,7.710 ,0.725 ,6.986 ,0,2.850 ,1.997 ,0.316 ,2.313 ,2.567
1986-08-27,8,27,23.4,86.3,1.2,0,3.12,37.2,221.1,10.3,0.89 ,98.7 ,0.174 ,0.066 ,1.304 ,0.670 ,0.253 ,2.713 ,2.878 ,2.484 ,0.394 ,(1),239 ,0.981 ,0.166 ,0.649 ,1.698 ,34.995 ,12.973 ,8.749 ,26.401 ,0.331 ,6.737 ,0.441 ,6.296 ,0,2.569 ,1.720 ,0.271 ,1.991 ,1.17
1986-08-28,8,28,21.9,92,3.6,0,1.3,37.2,221.1,10.3,2.68 ,98.7 ,0.160 ,0.066 ,1.911 ,0.561 ,0.230 ,8.180 ,2.628 ,2.418 ,0.210 ,(1),240 ,0.982 ,0.159 ,0.649 ,1.693 ,34.801 ,12.934 ,8.700 ,26.255 ,0.331 ,6.699 ,0.443 ,6.257 ,0,2.553 ,1.432 ,0.395 ,1.827 ,0.923
1986-08-29,8,29,21,83.5,5.8,4.9,11.09,37.2,221.1,10.3,4.32 ,98.7 ,0.153 ,0.066 ,2.468 ,0.485 ,0.209 ,13.219 ,2.487 ,2.077 ,0.410 ,(1),241 ,0.982 ,0.153 ,0.649 ,1.688 ,34.605 ,12.895 ,15.226 ,26.107 ,0.583 ,11.724 ,2.220 ,9.504 ,0,3.878 ,1.882 ,1.131 ,3.013 ,2.625
1986-08-30,8,30,22.1,81.3,1.8,8.1,14.86,37.2,221.1,10.3,1.34 ,98.7 ,0.162 ,0.066 ,1.456 ,0.629 ,0.255 ,4.087 ,2.660 ,2.163 ,0.497 ,(1),242 ,0.983 ,0.146 ,0.649 ,1.683 ,34.407 ,12.856 ,19.441 ,25.957 ,0.749 ,14.969 ,3.304 ,11.665 ,0,4.759 ,2.994 ,0.518 ,3.512 ,2.959
1986-08-31,8,31,22.3,77.5,1.2,10.8,16.61,37.2,221.1,10.3,0.89 ,98.7 ,0.164 ,0.066 ,1.304 ,0.657 ,0.263 ,2.723 ,2.693 ,2.087 ,0.606 ,(1),243 ,0.983 ,0.140 ,0.649 ,1.678 ,34.206 ,12.817 ,22.963 ,25.806 ,0.890 ,17.682 ,4.382 ,13.300 ,0,5.426 ,3.564 ,0.434 ,3.998 ,3.209
1986-09-01,9,1,22.8,81,1.1,8.1,14.91,37.2,221.1,10.3,0.82 ,98.7 ,0.168 ,0.066 ,1.278 ,0.667 ,0.260 ,2.492 ,2.776 ,2.248 ,0.527 ,(1),244 ,0.984 ,0.133 ,0.649 ,1.673 ,34.003 ,12.777 ,19.279 ,25.653 ,0.752 ,14.845 ,3.252 ,11.593 ,0,4.730 ,3.155 ,0.342 ,3.497 ,2.702
1986-09-02,9,2,19.3,92,2.6,0,1.84,37.2,221.1,10.3,1.94 ,98.7 ,0.139 ,0.066 ,1.658 ,0.561 ,0.264 ,5.960 ,2.239 ,2.060 ,0.179 ,(1),245 ,0.984 ,0.126 ,0.649 ,1.667 ,33.799 ,12.738 ,8.450 ,25.498 ,0.331 ,6.506 ,0.486 ,6.021 ,0,2.456 ,1.379 ,0.282 ,1.661 ,0.876
1986-09-03,9,3,23.4,82,0.9,9.1,15.1,37.2,221.1,10.3,0.67 ,98.7 ,0.174 ,0.066 ,1.228 ,0.683 ,0.258 ,2.035 ,2.878 ,2.360 ,0.518 ,(1),246 ,0.985 ,0.120 ,0.649 ,1.662 ,33.592 ,12.698 ,20.435 ,25.342 ,0.806 ,15.735 ,3.499 ,12.236 ,0,4.992 ,3.409 ,0.272 ,3.681 ,2.737
1986-09-04,9,4,22.6,83.3,1.3,3.9,11.27,37.2,221.1,10.3,0.97 ,98.7 ,0.166 ,0.066 ,1.329 ,0.656 ,0.259 ,2.947 ,2.742 ,2.284 ,0.458 ,(1),247 ,0.985 ,0.113 ,0.649 ,1.657 ,33.383 ,12.658 ,13.488 ,25.185 ,0.536 ,10.386 ,1.797 ,8.589 ,0,3.504 ,2.299 ,0.349 ,2.648 ,2.223
1986-09-05,9,5,23.2,83.3,1.1,6,14.25,37.2,221.1,10.3,0.82 ,98.7 ,0.172 ,0.066 ,1.278 ,0.672 ,0.257 ,2.489 ,2.844 ,2.369 ,0.475 ,(1),248 ,0.986 ,0.106 ,0.649 ,1.652 ,33.172 ,12.618 ,16.180 ,25.026 ,0.647 ,12.458 ,2.462 ,9.996 ,0,4.078 ,2.739 ,0.303 ,3.043 ,2.621
1986-09-06,9,6,22.5,80.3,1.4,10.3,16.06,37.2,221.1,10.3,1.04 ,98.7 ,0.165 ,0.066 ,1.354 ,0.651 ,0.258 ,3.175 ,2.726 ,2.189 ,0.537 ,(1),249 ,0.986 ,0.099 ,0.649 ,1.646 ,32.959 ,12.578 ,21.735 ,24.865 ,0.874 ,16.736 ,4.132 ,12.603 ,0,5.142 ,3.345 ,0.440 ,3.785 ,2.87
1986-09-07,9,7,21.2,84,0.9,3.5,12.29,37.2,221.1,10.3,0.67 ,98.7 ,0.154 ,0.066 ,1.228 ,0.657 ,0.279 ,2.050 ,2.518 ,2.115 ,0.403 ,(1),250 ,0.987 ,0.092 ,0.649 ,1.641 ,32.745 ,12.538 ,12.757 ,24.703 ,0.516 ,9.823 ,1.743 ,8.080 ,0,3.296 ,2.166 ,0.231 ,2.397 ,2.212
1986-09-08,9,8,20.9,87.8,1,0.2,9.35,37.2,221.1,10.3,0.74 ,98.7 ,0.152 ,0.066 ,1.253 ,0.649 ,0.280 ,2.280 ,2.472 ,2.170 ,0.302 ,(1),251 ,0.987 ,0.086 ,0.649 ,1.636 ,32.529 ,12.498 ,8.392 ,24.540 ,0.342 ,6.462 ,0.548 ,5.915 ,0,2.413 ,1.566 ,0.193 ,1.758 ,1.798
1986-09-09,9,9,21.8,82.8,1,4.9,11.97,37.2,221.1,10.3,0.74 ,98.7 ,0.159 ,0.066 ,1.253 ,0.660 ,0.272 ,2.273 ,2.612 ,2.163 ,0.449 ,(1),252 ,0.988 ,0.079 ,0.649 ,1.631 ,32.311 ,12.458 ,14.432 ,24.376 ,0.592 ,11.113 ,2.236 ,8.876 ,0,3.622 ,2.389 ,0.277 ,2.666 ,2.232
1986-09-10,9,10,21.7,83.8,1.3,7.1,15.58,37.2,221.1,10.3,0.97 ,98.7 ,0.159 ,0.066 ,1.329 ,0.645 ,0.267 ,2.956 ,2.596 ,2.175 ,0.421 ,(1),253 ,0.988 ,0.072 ,0.649 ,1.625 ,32.091 ,12.417 ,17.197 ,24.210 ,0.710 ,13.242 ,3.013 ,10.229 ,0,4.173 ,2.692 ,0.332 ,3.024 ,2.686
1986-09-11,9,11,21.2,82.8,1.1,3.4,9.24,37.2,221.1,10.3,0.82 ,98.7 ,0.154 ,0.066 ,1.278 ,0.648 ,0.275 ,2.505 ,2.518 ,2.085 ,0.433 ,(1),254 ,0.989 ,0.065 ,0.649 ,1.620 ,31.870 ,12.377 ,12.345 ,24.043 ,0.513 ,9.506 ,1.741 ,7.764 ,0,3.168 ,2.052 ,0.299 ,2.351 ,1.881
1986-09-12,9,12,20.9,83.8,1.6,7.5,10.82,37.2,221.1,10.3,1.19 ,98.7 ,0.152 ,0.066 ,1.405 ,0.622 ,0.269 ,3.648 ,2.472 ,2.071 ,0.400 ,(1),255 ,0.990 ,0.058 ,0.649 ,1.615 ,31.647 ,12.336 ,17.532 ,23.875 ,0.734 ,13.500 ,3.257 ,10.243 ,0,4.179 ,2.601 ,0.393 ,2.993 ,2.095
1986-09-13,9,13,19.3,76.3,1.4,6.5,13.38,37.2,221.1,10.3,1.04 ,98.7 ,0.139 ,0.066 ,1.354 ,0.610 ,0.288 ,3.209 ,2.239 ,1.708 ,0.531 ,(1),256 ,0.990 ,0.051 ,0.649 ,1.609 ,31.423 ,12.295 ,16.162 ,23.706 ,0.682 ,12.444 ,3.212 ,9.232 ,0,3.767 ,2.299 ,0.490 ,2.789 ,2.386
1986-09-14,9,14,18.9,77.5,0.7,7.2,12.68,37.2,221.1,10.3,0.52 ,98.7 ,0.136 ,0.066 ,1.177 ,0.638 ,0.307 ,1.607 ,2.184 ,1.692 ,0.491 ,(1),257 ,0.991 ,0.044 ,0.649 ,1.604 ,31.197 ,12.255 ,16.964 ,23.536 ,0.721 ,13.062 ,3.509 ,9.553 ,0,3.898 ,2.488 ,0.243 ,2.730 ,2.146
1986-09-15,9,15,19.2,82,0.8,5.2,11.1,37.2,221.1,10.3,0.60 ,98.7 ,0.139 ,0.066 ,1.203 ,0.637 ,0.302 ,1.835 ,2.225 ,1.824 ,0.400 ,(1),258 ,0.991 ,0.037 ,0.649 ,1.599 ,30.970 ,12.214 ,14.335 ,23.365 ,0.614 ,11.038 ,2.585 ,8.453 ,0,3.449 ,2.197 ,0.222 ,2.419 ,1.967
1986-09-16,9,16,19.8,79,0.9,6.4,12.44,37.2,221.1,10.3,0.67 ,98.7 ,0.143 ,0.066 ,1.228 ,0.640 ,0.293 ,2.060 ,2.309 ,1.824 ,0.485 ,(1),259 ,0.992 ,0.030 ,0.649 ,1.593 ,30.742 ,12.173 ,15.767 ,23.193 ,0.680 ,12.140 ,3.094 ,9.046 ,0,3.691 ,2.362 ,0.293 ,2.655 ,2.195
1986-09-17,9,17,16.5,64,2.3,11.2,20.1,37.2,221.1,10.3,1.71 ,98.7 ,0.119 ,0.066 ,1.582 ,0.535 ,0.294 ,5.324 ,1.877 ,1.201 ,0.676 ,(1),260 ,0.992 ,0.023 ,0.649 ,1.588 ,30.513 ,12.133 ,21.712 ,23.019 ,0.943 ,16.718 ,5.945 ,10.773 ,0,4.395 ,2.351 ,1.058 ,3.409 ,3.186
1986-09-18,9,18,15.5,72.5,1.7,10.7,15.87,37.2,221.1,10.3,1.27 ,98.7 ,0.113 ,0.066 ,1.430 ,0.546 ,0.317 ,3.949 ,1.761 ,1.277 ,0.484 ,(1),261 ,0.993 ,0.016 ,0.649 ,1.583 ,30.282 ,12.092 ,20.969 ,22.846 ,0.918 ,16.146 ,5.503 ,10.643 ,0,4.343 ,2.371 ,0.607 ,2.978 ,2.459
1986-09-19,9,19,15.8,76.3,0.7,7.9,16.88,37.2,221.1,10.3,0.52 ,98.7 ,0.115 ,0.066 ,1.177 ,0.598 ,0.342 ,1.624 ,1.795 ,1.370 ,0.425 ,(1),262 ,0.993 ,0.009 ,0.649 ,1.577 ,30.051 ,12.051 ,17.363 ,22.671 ,0.766 ,13.369 ,4.118 ,9.251 ,0,3.774 ,2.256 ,0.236 ,2.492 ,2.383
1986-09-20,9,20,16.5,84.8,1.2,0,3.29,37.2,221.1,10.3,0.89 ,98.7 ,0.119 ,0.066 ,1.304 ,0.583 ,0.320 ,2.778 ,1.877 ,1.592 ,0.285 ,(1),263 ,0.994 ,0.002 ,0.649 ,1.572 ,29.818 ,12.010 ,7.455 ,22.496 ,0.331 ,5.740 ,0.549 ,5.191 ,0,2.118 ,1.234 ,0.254 ,1.488 ,1.051
1986-09-21,9,21,15.6,94,1.7,0,4.14,37.2,221.1,10.3,1.27 ,98.7 ,0.114 ,0.066 ,1.430 ,0.547 ,0.316 ,3.947 ,1.772 ,1.666 ,0.106 ,(1),264 ,0.994 ,-0.005 ,0.649 ,1.567 ,29.585 ,11.969 ,7.396 ,22.320 ,0.331 ,5.695 ,0.529 ,5.166 ,0,2.108 ,1.154 ,0.133 ,1.287 ,0.954
1986-09-22,9,22,18.4,82,1.5,7.4,15.43,37.2,221.1,10.3,1.12 ,98.7 ,0.133 ,0.066 ,1.380 ,0.594 ,0.294 ,3.449 ,2.116 ,1.736 ,0.381 ,(1),265 ,0.995 ,-0.012 ,0.649 ,1.561 ,29.351 ,11.928 ,16.442 ,22.143 ,0.743 ,12.660 ,3.596 ,9.064 ,0,3.698 ,2.198 ,0.386 ,2.584 ,2.456
1986-09-23,9,23,18.5,74.5,1.7,7.6,14.74,37.2,221.1,10.3,1.27 ,98.7 ,0.133 ,0.066 ,1.430 ,0.587 ,0.289 ,3.908 ,2.130 ,1.587 ,0.543 ,(1),266 ,0.996 ,-0.019 ,0.649 ,1.556 ,29.116 ,11.888 ,16.586 ,21.966 ,0.755 ,12.771 ,3.886 ,8.885 ,0,3.625 ,2.127 ,0.613 ,2.740 ,2.551
1986-09-24,9,24,14.8,75.8,0.9,10.3,16.8,37.2,221.1,10.3,0.67 ,98.7 ,0.109 ,0.066 ,1.228 ,0.574 ,0.347 ,2.095 ,1.684 ,1.276 ,0.407 ,(1),267 ,0.996 ,-0.026 ,0.649 ,1.551 ,28.881 ,11.847 ,19.775 ,21.788 ,0.908 ,15.227 ,5.366 ,9.861 ,0,4.023 ,2.309 ,0.296 ,2.605 ,2.332
1986-09-25,9,25,16.3,79.5,0.9,9.4,16,37.2,221.1,10.3,0.67 ,98.7 ,0.118 ,0.066 ,1.228 ,0.594 ,0.330 ,2.085 ,1.853 ,1.473 ,0.380 ,(1),268 ,0.997 ,-0.033 ,0.649 ,1.545 ,28.645 ,11.806 ,18.565 ,21.610 ,0.859 ,14.295 ,4.740 ,9.555 ,0,3.898 ,2.317 ,0.262 ,2.579 ,2.337
1986-09-26,9,26,16.9,76.5,0.8,9.1,14.84,37.2,221.1,10.3,0.60 ,98.7 ,0.122 ,0.066 ,1.203 ,0.607 ,0.327 ,1.849 ,1.925 ,1.473 ,0.452 ,(1),269 ,0.997 ,-0.040 ,0.649 ,1.540 ,28.408 ,11.765 ,18.088 ,21.432 ,0.844 ,13.928 ,4.660 ,9.268 ,0,3.781 ,2.297 ,0.273 ,2.570 ,2.271
1986-09-27,9,27,16.6,84.5,1.2,5.9,10.54,37.2,221.1,10.3,0.89 ,98.7 ,0.120 ,0.066 ,1.304 ,0.584 ,0.319 ,2.777 ,1.889 ,1.596 ,0.293 ,(1),270 ,0.998 ,-0.047 ,0.649 ,1.535 ,28.171 ,11.725 ,14.131 ,21.253 ,0.665 ,10.881 ,3.087 ,7.794 ,0,3.180 ,1.857 ,0.259 ,2.116 ,1.784
1986-09-28,9,28,17.1,74.5,0.7,7.2,13.92,37.2,221.1,10.3,0.52 ,98.7 ,0.123 ,0.066 ,1.177 ,0.615 ,0.327 ,1.617 ,1.950 ,1.453 ,0.497 ,(1),271 ,0.998 ,-0.054 ,0.649 ,1.529 ,27.934 ,11.684 ,15.590 ,21.074 ,0.740 ,12.005 ,3.866 ,8.138 ,0,3.320 ,2.042 ,0.263 ,2.305 ,2.186
1986-09-29,9,29,17,73.3,1.1,8.5,14.37,37.2,221.1,10.3,0.82 ,98.7 ,0.123 ,0.066 ,1.278 ,0.594 ,0.318 ,2.542 ,1.938 ,1.420 ,0.517 ,(1),272 ,0.999 ,-0.061 ,0.649 ,1.524 ,27.697 ,11.643 ,17.034 ,20.895 ,0.815 ,13.116 ,4.517 ,8.600 ,0,3.509 ,2.084 ,0.418 ,2.502 ,2.313
1986-09-30,9,30,16.1,62.3,1.5,6.5,9.93,37.2,221.1,10.3,1.12 ,98.7 ,0.117 ,0.066 ,1.380 ,0.563 ,0.317 ,3.477 ,1.830 ,1.140 ,0.690 ,(1),273 ,1.000 ,-0.068 ,0.649 ,1.519 ,27.460 ,11.603 ,14.556 ,20.716 ,0.703 ,11.208 ,3.915 ,7.294 ,0,2.976 ,1.676 ,0.759 ,2.435 ,2.125
1986-10-01,10,1,15.7,63.8,1.1,0,4.56,37.2,221.1,10.3,0.82 ,98.7 ,0.114 ,0.066 ,1.278 ,0.576 ,0.331 ,2.553 ,1.784 ,1.138 ,0.646 ,(1),274 ,1.000 ,-0.075 ,0.649 ,1.514 ,27.222 ,11.562 ,6.806 ,20.537 ,0.331 ,5.240 ,0.634 ,4.607 ,0,1.879 ,1.083 ,0.546 ,1.630 ,1.307
1986-10-02,10,2,14.4,73.8,1,2.9,9.87,37.2,221.1,10.3,0.74 ,98.7 ,0.106 ,0.066 ,1.253 ,0.563 ,0.348 ,2.332 ,1.641 ,1.211 ,0.430 ,(1),275 ,1.001 ,-0.082 ,0.649 ,1.508 ,26.985 ,11.522 ,10.142 ,20.358 ,0.498 ,7.809 ,2.011 ,5.798 ,0,2.366 ,1.333 ,0.349 ,1.682 ,1.37
